,Unnamed: 0,Unnamed: 0.1,webName,ID,elementID,firstName,secondName,fullName,cleanName,score_1,score_2,score_3
479,479,479,Ogbonna,377,2,Angelo,Ogbonna,Angelo Ogbonna,Angelo Ogbonna,0.0,0.0,0.0
480,480,480,Masuaku,378,2,Arthur,Masuaku,Arthur Masuaku,Arthur Masuaku,0.0,0.0,0.0
481,481,481,Zabaleta,379,2,Pablo,Zabaleta,Pablo Zabaleta,Pablo Zabaleta,0.0,0.0,0.0
482,482,482,Fredericks,380,2,Ryan,Fredericks,Ryan Fredericks,Ryan Fredericks,0.0,0.0,0.0
483,483,483,Diop,381,2,Issa,Diop,Issa Diop,Issa Diop,0.0,0.0,0.0
484,484,484,Balbuena,382,2,Fabián,Balbuena,Fabián Balbuena,Fabian Balbuena,0.0,0.0,2.4699999999999998
485,485,485,Reid,383,2,Winston,Reid,Winston Reid,Winston Reid,0.0,0.0,2.41
486,486,486,Johnson,384,2,Ben,Johnson,Ben Johnson,Ben Johnson,0.0,0.0,-1.0
487,487,487,Arnautovic,385,4,Marko,Arnautovic,Marko Arnautovic,Marko Arnautovic,0.0,0.0,6.1899999999999995
488,488,488,Chicharito,386,4,Javier,Hernández Balcázar,Javier Hernández Balcázar,Javier Hernandez Balcazar,0.0,0.0,0.0
489,489,489,Xande Silva,387,4,Alexandre Nascimento,Costa Silva,Alexandre Nascimento Costa Silva,Alexandre Nascimento Costa Silva,0.0,0.0,0.0
490,490,490,Fabianski,388,1,Lukasz,Fabianski,Lukasz Fabianski,Lukasz Fabianski,1.49,0.0,3.8
491,491,491,Antonio,389,3,Michail,Antonio,Michail Antonio,Michail Antonio,0.0,0.0,3.06
492,492,492,Felipe Anderson,390,3,Felipe Anderson,Pereira Gomes,Felipe Anderson Pereira Gomes,Felipe Anderson Pereira Gomes,0.0,0.0,2.48
493,493,493,Lanzini,391,3,Manuel,Lanzini,Manuel Lanzini,Manuel Lanzini,0.66,0.67,2.69
494,494,494,Yarmolenko,392,3,Andriy,Yarmolenko,Andriy Yarmolenko,Andriy Yarmolenko,0.71,0.0,1.48
495,495,495,Snodgrass,393,3,Robert,Snodgrass,Robert Snodgrass,Robert Snodgrass,0.0,0.0,0.0
496,496,496,Wilshere,394,3,Jack,Wilshere,Jack Wilshere,Jack Wilshere,0.58,0.0,1.77
497,497,497,Rice,395,3,Declan,Rice,Declan Rice,Declan Rice,0.0,0.0,3.54
498,498,498,Noble,396,3,Mark,Noble,Mark Noble,Mark Noble,1.63,0.0,6.0200000000000005
499,499,499,Carlos Sánchez,397,3,Carlos,Sánchez,Carlos Sánchez,Carlos Sanchez,0.0,0.0,0.0
500,500,500,Diangana,398,3,Grady,Diangana,Grady Diangana,Grady Diangana,0.0,0.0,0.10999999999999988
501,501,501,Fornals,399,3,Pablo,Fornals,Pablo Fornals,Pablo Fornals,1.47,0.0,1.47
502,502,502,Obiang,400,3,Pedro,Obiang,Pedro Obiang,Pedro Obiang,0.0,0.0,-1.0
503,503,503,Roberto,450,1,Roberto,Jimenez Gago,Roberto Jimenez Gago,Roberto Jimenez Gago,2.43,0.0,3.9699999999999998
504,504,504,Haller,457,4,Sébastien,Haller,Sébastien Haller,Sebastien Haller,0.52,0.38,5.68
505,505,505,Ajeti,514,4,Albian,Ajeti,Albian Ajeti,Albian Ajeti,0.0,0.0,0.0
506,506,506,Doherty,401,2,Matt,Doherty,Matt Doherty,Matt Doherty,0.69,0.0,6.5200000000000005
507,507,507,Jonny,402,2,Jonathan,Castro Otto,Jonathan Castro Otto,Jonathan Castro Otto,0.0,0.0,0.0
508,508,508,Coady,403,2,Conor,Coady,Conor Coady,Conor Coady,0.0,0.0,0.0
509,509,509,Bennett,404,2,Ryan,Bennett,Ryan Bennett,Ryan Bennett,0.0,0.0,0.0
510,510,510,Boly,405,2,Willy,Boly,Willy Boly,Willy Boly,3.52,0.0,4.01
511,511,511,Vinagre,406,2,Rúben Gonçalo,Silva Nascimento Vinagre,Rúben Gonçalo Silva Nascimento Vinagre,Ruben Goncalo Silva Nascimento Vinagre,0.0,0.0,0.7
512,512,512,Saïss,407,2,Romain,Saïss,Romain Saïss,Romain Saiss,0.0,0.0,0.0
513,513,513,Kilman,408,2,Max,Kilman,Max Kilman,Max Kilman,0.0,0.0,0.0
514,514,514,Jiménez,409,4,Raúl,Jiménez,Raúl Jiménez,Raul Jimenez,3.11,0.0,7.75
515,515,515,Jota,410,4,Diogo,Jota,Diogo Jota,Diogo Jota,4.73,0.0,16.4
516,516,516,Patrício,411,1,Rui Pedro,dos Santos Patrício,Rui Pedro dos Santos Patrício,Rui Pedro dos Santos Patricio,0.0,0.0,2.18
517,517,517,Ruddy,412,1,John,Ruddy,John Ruddy,John Ruddy,0.0,0.0,0.0
518,518,518,Norris,413,1,Will,Norris,Will Norris,Will Norris,0.0,0.0,-1.0
519,519,519,Neves,414,3,Rúben Diogo,da Silva Neves,Rúben Diogo da Silva Neves,Ruben Diogo da Silva Neves,0.0,0.0,3.56
520,520,520,Moutinho,415,3,João Filipe Iria,Santos Moutinho,João Filipe Iria Santos Moutinho,Joao Filipe Iria Santos Moutinho,0.0,0.0,0.0
521,521,521,Gibbs-White,416,3,Morgan,Gibbs-White,Morgan Gibbs-White,Morgan GibbsWhite,0.0,0.0,0.0
522,522,522,Traoré,417,3,Adama,Traoré,Adama Traoré,Adama Traore,0.75,0.0,1.6800000000000002
523,523,523,Costa,418,3,Hélder,Costa,Hélder Costa,Helder Costa,0.0,0.0,0.0
524,524,524,Cavaleiro,419,3,Ivan,Cavaleiro,Ivan Cavaleiro,Ivan Cavaleiro,0.0,0.0,-1.0
525,525,525,Dendoncker,420,3,Leander,Dendoncker,Leander Dendoncker,Leander Dendoncker,2.41,0.0,1.63
526,526,526,Vallejo,473,2,Jesús,Vallejo Lázaro,Jesús Vallejo Lázaro,Jesus Vallejo Lazaro,0.0,0.0,2.04
527,527,527,Cutrone,487,4,Patrick,Cutrone,Patrick Cutrone,Patrick Cutrone,0.69,0.0,0.0
528,528,528,Neto,528,3,Pedro,Lomba Neto,Pedro Lomba Neto,Pedro Lomba Neto,0.0,0.0,0.0
