,PlayerID,Player,Round,Opponent,Opponent_FDR,isHome,Points,minutes,Opponent_PrevWeek,Opponent_FDR_PrevWeek,isHome_PrevWeek,Points_PrevWeek,Opponent_2PrevWeek,Opponent_FDR_2PrevWeek,isHome_2PrevWeek,Points_2PrevWeek,isCaptain,ICT_index,Threat,Influence,Transfers_Balance,Value,BPS,DefenseOdds,OffenceOdds,elementID,BlogScore
0,122,Wan-Bissaka,1,6,4,1,8,90,0,0,0,0,0,0,0,0,1,4.9,2.0,30.4,0,55,34,75.54,36.72,2,2.89
1,368,DoucourÃ©,1,4,2,1,0,90,0,0,0,0,0,0,0,0,0,3.0,2.0,4.4,0,60,7,64.39,29.55,3,0.0
2,417,TraorÃ©,1,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,50,0,37.16,15.15,3,0.75
3,195,Lallana,1,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,60,0,66.6,32.86,3,0.0
4,355,Masina,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,64.39,29.55,2,0.0
5,63,Smith,1,15,2,1,1,90,0,0,0,0,0,0,0,0,0,1.4,4.0,3.4,0,45,10,60.15,30.82,2,0.58
6,493,Webster,1,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,40.87,16.04,2,0.61
7,155,Lookman,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,50,0,51.82,25.82,3,0.0
8,356,Mariappa,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,64.39,29.55,2,0.0
9,526,San Miguel del Castillo,1,14,2,1,1,51,0,0,0,0,0,0,0,0,0,1.1,0.0,10.6,0,45,7,66.6,32.86,1,0.0
10,22,El Mohamady,1,17,5,0,1,90,0,0,0,0,0,0,0,0,0,1.4,0.0,13.4,0,45,10,22.17,6.88,2,0.0
11,4,Maitland-Niles,1,13,3,0,12,90,0,0,0,0,0,0,0,0,1,5.1,0.0,38.4,0,50,38,46.5,20.47,2,5.23
12,514,Ajeti,1,11,5,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,60,0,87.94,41.88,4,0.0
13,289,Tettey,1,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,80.79,38.31,3,1.6800000000000002
14,387,Costa Silva,1,11,5,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,87.94,41.88,4,0.0
15,12,Lacazette,1,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,95,0,46.5,20.47,4,2.06
16,240,SÃ¡nchez,1,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,70,0,75.54,36.72,3,0.0
17,17,Iwobi,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,60,0,51.82,25.82,3,0.0
