Player,Round,Opponent,Opponent_FDR,isHome,Points,minutes,Opponent_PrevWeek,Opponent_FDR_PrevWeek,isHome_PrevWeek,Points_PrevWeek,Opponent_2PrevWeek,Opponent_FDR_2PrevWeek,isHome_2PrevWeek,Points_2PrevWeek,isCaptain,ICT_index,Threat,Influence,Transfers_Balance,Value,BPS,DefenseOdds,OffenceOdds
Diakhaby,24,3,8,2,1,2,86,13,4,1,1,13,5,0,0,0,4.9,14.0,7.4,13,45,12,70.03,38.5
Lallana,24,3,11,3,1,1,24,7,2,1,1,7,2,0,0,0,4.1,2.0,7.6,-108,69,3,9.65,-0.41
Smith,24,2,6,4,1,6,90,19,3,1,6,19,3,0,1,0,1.2,0.0,10.6,524,43,24,37.28,85.07
Lookman,24,3,10,2,0,0,0,16,2,0,2,16,2,1,6,0,0.0,0.0,0.0,269,51,0,42.54,21.6
Mariappa,24,2,17,5,0,0,90,4,3,1,8,4,3,0,2,0,3.8,18.0,20.0,5452,42,8,38.35,85.53
Maitland-Niles,24,3,5,1,1,0,0,6,4,1,1,6,4,0,2,0,0.0,0.0,0.0,2094,44,0,-2.41,11.19
Mitrovic,24,4,3,1,1,13,90,17,4,1,1,17,5,0,2,1,20.3,80.0,76.4,-39777,65,53,48.99,25.14
Lacazette,24,4,5,1,1,7,90,6,4,1,8,6,4,0,2,0,13.8,66.0,42.2,52574,93,34,-2.41,11.19
Iwobi,24,3,5,1,1,1,45,6,4,1,1,6,4,0,2,0,4.2,21.0,7.6,-1443,54,5,-2.41,11.19
McCarthy,24,1,7,2,1,2,90,8,2,1,2,8,3,0,3,0,0.7,0.0,7.4,3798,44,10,22.55,52
Pritchard,24,3,8,2,1,0,0,13,4,1,1,13,5,0,3,0,0.0,0.0,0.0,-315,48,0,70.03,38.5
Ramses Becker,24,1,11,3,1,2,90,7,2,1,1,7,2,0,6,0,1.6,0.0,15.8,-20339,60,13,9.65,-0.41
Herrera,24,3,4,3,1,0,0,3,1,1,2,3,2,0,2,0,0.0,0.0,0.0,-6149,50,0,-0.54,11.82
Robertson,24,2,11,3,1,2,90,7,2,1,5,7,2,0,9,0,2.9,11.0,8.0,65687,67,9,9.65,-0.41
Townsend,24,3,16,2,0,5,90,12,5,0,7,12,4,1,2,0,5.4,3.0,25.0,51897,58,14,64.07,29.71
Tavares Gomes,24,3,10,2,0,2,90,16,2,0,1,16,2,1,2,0,2.1,0.0,9.6,-422,54,15,42.54,21.6
Schürrle,24,3,3,1,1,1,45,17,4,1,2,17,5,0,9,0,2.3,20.0,2.2,3979,56,-1,48.99,25.14
Carroll,24,4,20,3,0,1,22,2,3,0,1,2,2,1,1,0,1.9,2.0,6.2,-637,54,6,33.14,72.34
Ogbonna,24,2,20,3,0,1,90,2,3,0,1,2,2,1,6,0,1.2,0.0,11.4,188,42,8,33.14,72.34
Knockaert,24,3,9,2,0,1,19,14,4,0,1,14,4,1,1,0,4.9,36.0,4.2,-848,52,3,64.36,34.37
Martial,24,3,4,3,1,0,0,3,1,1,2,3,2,0,3,0,0.0,0.0,0.0,-10404,73,0,-0.54,11.82
Rüdiger,24,2,2,3,0,0,90,1,4,0,1,1,4,1,2,0,3.0,2.0,18.6,-8678,60,15,7.63,31.24
Boruc,24,1,6,4,1,10,90,19,3,1,6,19,3,0,0,1,4.7,0.0,46.6,9330,39,36,37.28,85.07
Barnes,24,3,14,4,0,6,90,18,3,0,2,18,3,1,2,0,8.3,19.0,41.8,-14837,56,25,99.83,49.71
Westwood,24,3,14,4,0,5,90,18,3,0,3,18,3,1,2,0,4.5,2.0,32.2,10767,45,21,99.83,49.71
Young,24,2,4,3,1,1,90,3,1,1,2,3,2,0,6,0,5.8,3.0,12.0,4000,57,16,-0.54,11.82
Laporte,24,2,15,3,0,0,90,10,2,0,6,10,1,1,6,0,3.2,0.0,26.8,30538,59,15,4.87,-2.49
Pérez,24,4,13,4,1,1,90,5,1,1,7,5,2,0,2,0,1.8,6.0,11.0,88,61,4,104.25,56.7
Alli,24,3,18,3,1,0,0,9,2,0,9,9,1,1,1,0,0.0,0.0,0.0,-59872,89,0,31.02,7.78
Chilwell,24,2,12,5,0,7,90,20,3,0,0,20,3,1,0,0,7.0,6.0,51.8,-14111,51,28,100.84,53.75
Foster,24,1,17,5,0,2,90,4,3,1,8,4,3,0,4,0,3.3,0.0,23.4,15286,45,23,38.35,85.53
Mee,24,2,14,4,0,1,90,18,3,0,5,18,3,1,2,0,4.2,2.0,40.2,-1605,46,15,99.83,49.71
Kayal,24,3,9,2,0,0,0,14,4,0,1,14,4,1,1,0,0.0,0.0,0.0,-1546,44,0,64.36,34.37
Veiga de Carvalho e Silva,24,3,15,3,0,1,25,10,2,0,1,10,1,1,3,0,2.1,4.0,3.8,-50641,76,4,4.87,-2.49
Anício Caldeira Duarte,24,3,10,2,0,2,90,16,2,0,2,16,2,1,2,0,3.6,4.0,14.4,-586,59,8,42.54,21.6
Leno,24,1,5,1,1,2,90,6,4,1,6,6,4,0,2,0,0.8,0.0,8.4,11546,48,11,-2.41,11.19
Reid,24,2,1,4,0,2,69,15,3,0,1,15,2,1,0,0,0.6,5.0,1.0,-2268,52,7,47.01,101.58
Ecuele Manga,24,2,1,4,0,1,90,15,3,0,1,15,2,1,7,0,2.7,0.0,26.0,-228,44,7,47.01,101.58
Hudson-Odoi,24,3,2,3,0,0,0,1,4,0,1,1,4,1,1,0,0.0,0.0,0.0,3346,42,0,7.63,31.24
Paterson,24,3,1,4,0,1,90,15,3,0,2,15,2,1,3,0,7.8,54.0,0.0,-7137,51,0,47.01,101.58
Wilson,24,4,6,4,1,0,0,19,3,1,9,19,3,0,0,0,0.0,0.0,0.0,-65301,65,0,37.28,85.07
Chambers,24,2,3,1,1,7,90,17,4,1,1,17,5,0,0,0,8.4,25.0,50.8,1020,42,31,48.99,25.14
Jenkinson,24,2,5,1,1,1,30,0,0,0,0,0,0,0,0,0,0.2,0.0,1.4,0,45,4,-2.41,11.19
Tosun,24,4,10,2,0,1,69,16,2,0,1,16,2,1,0,0,3.3,9.0,1.0,-779,65,-1,42.54,21.6
Daniels,24,2,6,4,1,7,1,19,3,1,1,19,3,0,0,0,5.0,17.0,33.0,-4116,42,14,37.28,85.07
Taylor,24,2,14,4,0,0,90,18,3,0,6,18,3,1,2,0,2.0,0.0,19.8,439,44,9,99.83,49.71
Kouyaté,24,3,16,2,0,3,70,12,5,0,2,12,4,1,2,0,1.3,7.0,3.2,-11,47,4,64.07,29.71
Atsu,24,3,13,4,1,2,86,5,1,1,3,5,2,0,2,0,1.4,10.0,2.6,-152,51,4,104.25,56.7
Eriksen,24,3,18,3,1,2,90,9,2,0,6,9,1,1,2,0,4.3,19.0,8.4,-4293,94,11,31.02,7.78
Kabasele,24,2,17,5,0,0,0,4,3,1,7,4,3,0,0,0,0.0,0.0,0.0,264,44,0,38.35,85.53
Schindler,24,2,8,2,1,2,90,13,4,1,1,13,5,0,5,0,1.5,0.0,13.6,-5385,43,13,70.03,38.5
Löwe,24,2,8,2,1,1,9,13,4,1,1,13,5,0,0,0,0.1,0.0,0.4,-142,44,3,70.03,38.5
Mepham,24,2,6,4,1,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,169,45,3,37.28,85.07
Wood,24,4,14,4,0,9,90,18,3,0,2,18,3,1,2,1,10.2,60.0,42.0,-3745,62,27,99.83,49.71
Wickham,24,4,16,2,0,0,0,12,5,0,4,12,4,1,0,0,0.0,0.0,0.0,3521,49,0,64.07,29.71
Coady,24,2,19,3,1,6,90,11,3,1,-1,11,3,0,-1,0,0.7,0.0,7.4,-277,45,26,16.48,44.01
Christie,24,2,3,1,1,1,90,17,4,1,1,17,5,0,0,0,3.1,8.0,16.2,175,42,10,48.99,25.14
Soares,24,2,7,2,1,0,0,8,2,1,1,8,3,0,1,0,0.0,0.0,0.0,-27063,42,0,22.55,52
Azpilicueta,24,2,2,3,0,0,90,1,4,0,1,1,4,1,2,0,7.1,28.0,20.0,-11019,63,13,7.63,31.24
Stephens,24,2,9,2,0,1,90,14,4,0,2,14,4,1,2,0,1.5,1.0,11.8,-305,44,12,64.36,34.37
da Silva,24,2,15,3,0,1,82,10,2,0,15,10,1,1,6,0,2.8,11.0,8.0,41802,51,11,4.87,-2.49
Ings,24,4,7,2,1,2,90,8,2,1,2,8,3,0,0,0,5.9,29.0,9.0,34517,55,11,22.55,52
Rose,24,2,18,3,1,7,90,9,2,0,1,9,1,1,0,0,11.2,22.0,38.4,1440,58,26,31.02,7.78
Simpson,24,2,12,5,0,0,0,20,3,0,1,20,3,1,0,0,0.0,0.0,0.0,-87,42,0,100.84,53.75
Ward,24,1,1,4,0,0,0,15,3,0,1,15,2,1,0,0,0.0,0.0,0.0,-52,43,0,47.01,101.58
Burn,24,2,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,64.36,34.37
Gosling,24,3,6,4,1,3,90,19,3,1,3,19,3,0,2,0,0.8,0.0,6.8,142,47,7,37.28,85.07
Hoilett,24,3,1,4,0,0,0,15,3,0,2,15,2,1,2,0,0.0,0.0,0.0,-298,50,0,47.01,101.58
Brooks,24,3,6,4,1,12,67,19,3,1,6,19,3,0,2,1,14.0,67.0,61.2,23968,51,32,37.28,85.07
Button,24,1,9,2,0,0,0,14,4,0,2,14,4,1,2,0,0.0,0.0,0.0,18172,40,0,64.36,34.37
De Gea,24,1,4,3,1,1,90,3,1,1,2,3,2,0,12,0,1.4,0.0,13.6,21963,57,12,-0.54,11.82
Luiz Moreira Marinho,24,2,2,3,0,0,90,1,4,0,0,1,4,1,8,0,2.2,2.0,14.2,22802,59,9,7.63,31.24
Silva,24,3,15,3,0,5,90,10,2,0,1,10,1,1,3,0,14.8,81.0,32.8,-12853,85,24,4.87,-2.49
Sánchez,24,3,18,3,1,2,90,9,2,0,1,9,1,1,0,0,4.5,18.0,26.2,-67,58,15,31.02,7.78
Pröpper,24,3,9,2,0,2,90,14,4,0,5,14,4,1,2,0,2.0,3.0,12.4,680,48,17,64.36,34.37
Yedlin,24,2,13,4,1,2,90,5,1,1,6,5,2,0,1,0,1.6,1.0,14.2,-1791,45,8,104.25,56.7
Rice,24,2,20,3,0,1,90,2,3,0,1,2,2,1,15,0,2.5,1.0,22.0,9077,44,19,33.14,72.34
Gray,24,4,12,5,0,2,83,20,3,0,7,20,3,1,1,0,3.6,23.0,8.0,304,54,10,100.84,53.75
Odoi,24,2,3,1,1,1,90,17,4,1,1,17,5,0,3,0,4.7,20.0,25.4,634,44,18,48.99,25.14
Jota,24,3,19,3,1,6,88,11,3,1,19,11,3,0,1,0,10.6,32.0,35.2,111034,60,25,16.48,44.01
Calvert-Lewin,24,4,10,2,0,0,4,16,2,0,1,16,2,1,5,0,0.0,0.0,0.0,-5186,53,-1,42.54,21.6
McNeil,24,3,14,4,0,3,77,18,3,0,3,18,3,1,2,0,5.1,15.0,17.4,3135,44,11,99.83,49.71
Hazard,24,3,2,3,0,2,90,1,4,0,2,1,4,1,5,0,13.7,48.0,24.2,-176249,110,16,7.63,31.24
Santana de Moraes,24,1,15,3,0,1,90,10,2,0,6,10,1,1,6,0,0.5,0.0,5.2,13966,56,8,4.87,-2.49
Kachunga,24,4,8,2,1,2,80,13,4,1,2,13,5,0,2,0,3.7,21.0,6.4,976,48,0,70.03,38.5
Dier,24,3,18,3,1,0,0,9,2,0,1,9,1,1,0,0,0.0,0.0,0.0,-20,47,0,31.02,7.78
Lamela,24,3,18,3,1,1,11,9,2,0,2,9,1,1,1,0,1.8,18.0,0.0,3126,61,3,31.02,7.78
Capoue,24,3,17,5,0,1,90,4,3,1,3,4,3,0,2,0,2.6,0.0,23.2,-795,48,11,38.35,85.53
Delph,24,2,15,3,0,0,0,10,2,0,1,10,1,1,0,0,0.0,0.0,0.0,-860,53,0,4.87,-2.49
Schär,24,2,13,4,1,1,90,5,1,1,21,5,2,0,0,0,2.3,0.0,23.0,15905,46,3,104.25,56.7
Tavares,24,3,11,3,1,1,23,7,2,1,2,7,2,0,3,0,0.7,0.0,4.8,-5877,55,4,9.65,-0.41
Pereira Gomes,24,3,20,3,0,2,90,2,3,0,2,2,2,1,3,0,1.3,1.0,6.2,-136840,72,3,33.14,72.34
Llorente,24,4,18,3,1,12,90,9,2,0,0,9,1,1,1,1,14.3,50.0,55.6,13704,56,36,31.02,7.78
Luiz Rosa,24,3,15,3,0,2,90,10,2,0,0,10,1,1,2,0,2.6,4.0,10.8,-6891,53,5,4.87,-2.49
Lejeune,24,2,13,4,1,2,90,5,1,1,6,5,2,0,1,0,2.8,6.0,22.2,45,44,14,104.25,56.7
Andone,24,4,9,2,0,1,13,14,4,0,1,14,4,1,1,0,3.0,10.0,5.2,-680,50,6,64.36,34.37
Femenía Far,24,2,17,5,0,0,0,4,3,1,9,4,3,0,1,0,0.0,0.0,0.0,-9674,42,0,38.35,85.53
Bong,24,2,9,2,0,0,90,14,4,0,1,14,4,1,2,0,1.4,0.0,12.0,139,44,9,64.36,34.37
Nkoudou,24,3,18,3,1,0,0,9,2,0,4,9,1,1,0,0,0.0,0.0,0.0,128,48,0,31.02,7.78
Deulofeu,24,3,17,5,0,3,60,4,3,1,2,4,3,0,2,0,2.1,9.0,0.0,-21899,55,1,38.35,85.53
Murray,24,4,9,2,0,12,90,14,4,0,1,14,4,1,2,1,20.9,132.0,75.0,-3123,63,46,64.36,34.37
Higuaín,24,4,2,3,0,2,64,0,0,0,0,0,0,0,0,0,1.4,2.0,3.0,81312,95,5,7.63,31.24
Diangana,24,3,20,3,0,0,0,2,3,0,1,2,2,1,0,0,0.0,0.0,0.0,-364,45,0,33.14,72.34
Xhaka,24,3,5,1,1,0,0,6,4,1,3,6,4,0,1,0,0.0,0.0,0.0,2699,53,0,-2.41,11.19
Sigurdsson,24,3,10,2,0,3,90,16,2,0,9,16,2,1,3,0,8.7,39.0,27.6,58401,73,18,42.54,21.6
Maguire,24,2,12,5,0,8,90,20,3,0,0,20,3,1,1,1,7.0,19.0,49.8,-28266,54,21,100.84,53.75
Winks,24,3,18,3,1,2,90,9,2,0,10,9,1,1,2,0,3.5,2.0,17.2,8801,55,12,31.02,7.78
Barnes,24,3,12,5,0,0,0,20,3,0,5,20,3,1,1,0,0.0,0.0,0.0,578,55,0,100.84,53.75
Lloris,24,1,18,3,1,2,90,9,2,0,3,9,1,1,4,0,0.5,0.0,5.2,1537,54,12,31.02,7.78
Bellerín,24,2,5,1,1,0,0,6,4,1,11,6,4,0,1,0,0.0,0.0,0.0,-24134,54,0,-2.41,11.19
Cissé,24,3,3,1,1,0,0,17,4,1,1,17,5,0,0,0,0.0,0.0,0.0,-8,43,0,48.99,25.14
Gueye,24,3,10,2,0,0,0,16,2,0,1,16,2,1,3,0,0.0,0.0,0.0,5,48,0,42.54,21.6
Gündogan,24,3,15,3,0,1,7,10,2,0,3,10,1,1,1,0,2.7,8.0,4.4,-2380,54,6,4.87,-2.49
Hayden,24,3,13,4,1,5,90,5,1,1,6,5,2,0,2,0,3.5,2.0,22.6,3817,43,18,104.25,56.7
Mbenza,24,3,8,2,1,0,0,13,4,1,2,13,5,0,1,0,0.0,0.0,0.0,-11,59,0,70.03,38.5
Success Ajayi,24,4,17,5,0,0,29,4,3,1,1,4,3,0,0,0,1.5,4.0,0.2,-2584,46,-4,38.35,85.53
Diop,24,2,20,3,0,1,90,2,3,0,1,2,2,1,7,0,2.8,0.0,27.0,-1136,43,18,33.14,72.34
Cork,24,3,14,4,0,4,90,18,3,0,3,18,3,1,2,0,3.0,0.0,18.0,-702,46,18,99.83,49.71
Stephens,24,2,7,2,1,2,90,8,2,1,2,8,3,0,1,0,3.3,0.0,30.0,1280,42,17,22.55,52
Lascelles,24,2,13,4,1,2,90,5,1,1,11,5,2,0,1,0,0.9,0.0,9.2,907,46,8,104.25,56.7
Maddison,24,3,12,5,0,2,74,20,3,0,4,20,3,1,1,0,1.9,13.0,0.2,-20329,67,4,100.84,53.75
McArthur,24,3,16,2,0,2,90,12,5,0,2,12,4,1,2,0,3.9,3.0,24.4,847,48,8,64.07,29.71
Milner,24,3,11,3,1,0,0,7,2,1,2,7,2,0,1,0,0.0,0.0,0.0,-13660,56,0,9.65,-0.41
Tarkowski,24,2,14,4,0,1,90,18,3,0,6,18,3,1,1,0,3.8,0.0,37.8,-2967,47,15,99.83,49.71
Tomkins,24,2,16,2,0,2,90,12,5,0,6,12,4,1,1,0,2.4,6.0,17.0,25569,43,14,64.07,29.71
Ward-Prowse,24,3,7,2,1,10,90,8,2,1,10,8,3,0,9,1,8.0,17.0,46.0,32427,50,33,22.55,52
Vardy,24,4,12,5,0,2,89,20,3,0,5,20,3,1,2,0,2.2,2.0,7.2,-31751,88,5,100.84,53.75
Vestergaard,24,2,7,2,1,2,74,8,2,1,2,8,3,0,2,0,1.6,0.0,14.6,913,46,13,22.55,52
Bednarek,24,2,7,2,1,1,90,8,2,1,2,8,3,0,2,0,3.6,4.0,30.8,38597,39,13,22.55,52
Vertonghen,24,2,18,3,1,2,78,9,2,0,2,9,1,1,2,0,1.6,0.0,12.2,564,59,18,31.02,7.78
Puncheon,24,3,8,2,1,1,90,13,4,1,2,13,5,0,3,0,2.9,4.0,9.6,8942,42,6,70.03,38.5
Hernández Balcázar,24,4,20,3,0,1,13,2,3,0,1,2,2,1,0,0,0.7,2.0,5.0,-3479,61,1,33.14,72.34
Manquillo,24,2,13,4,1,1,1,5,1,1,1,5,2,0,1,0,0.0,0.0,0.0,-1350,43,2,104.25,56.7
Seri,24,3,3,1,1,1,90,17,4,1,4,17,5,0,2,0,10.4,37.0,16.8,-1457,50,17,48.99,25.14
Lerma,24,3,6,4,1,0,0,19,3,1,3,19,3,0,2,0,0.0,0.0,0.0,-335,45,0,37.28,85.07
Schlupp,24,2,16,2,0,1,19,12,5,0,1,12,4,1,1,0,1.1,10.0,1.2,-2332,44,3,64.07,29.71
Hendrick,24,3,14,4,0,2,90,18,3,0,3,18,3,1,11,0,1.8,0.0,6.4,-494,52,4,99.83,49.71
Lingard,24,3,4,3,1,4,27,3,1,1,2,3,2,0,3,0,0.8,2.0,0.8,-18800,68,12,-0.54,11.82
Matip,24,2,11,3,1,1,90,7,2,1,1,7,2,0,0,0,3.2,4.0,24.0,3369,49,12,9.65,-0.41
Bennett,24,2,1,4,0,1,90,15,3,0,1,15,2,1,5,0,2.1,8.0,8.2,-435,44,8,47.01,101.58
Bryan,24,2,3,1,1,4,76,17,4,1,1,17,5,0,-1,0,4.6,2.0,28.8,75,48,25,48.99,25.14
Ralls,24,3,1,4,0,1,90,15,3,0,2,15,2,1,1,0,10.9,21.0,14.6,-57,46,10,47.01,101.58
Lössl,24,1,8,2,1,3,90,13,4,1,1,13,5,0,6,0,2.9,0.0,29.4,1070,44,19,70.03,38.5
Castro Otto,24,2,19,3,1,6,90,11,3,1,0,11,3,0,1,0,5.5,29.0,12.6,-279,43,22,16.48,44.01
Hogg,24,3,8,2,1,1,54,13,4,1,1,13,5,0,3,0,1.0,0.0,5.2,-637,44,11,70.03,38.5
Evans,24,2,12,5,0,2,90,20,3,0,0,20,3,1,0,0,1.9,0.0,18.4,-144,48,12,100.84,53.75
Ayew,24,4,16,2,0,2,90,12,5,0,1,12,4,1,2,0,4.8,30.0,5.6,346,57,9,64.07,29.71
Henderson,24,3,11,3,1,2,90,7,2,1,2,7,2,0,3,0,5.1,8.0,18.2,229,53,18,9.65,-0.41
Pickford,24,1,10,2,0,8,90,16,2,0,2,16,2,1,9,1,1.5,0.0,15.2,-3657,50,25,42.54,21.6
Frello Filho,24,3,2,3,0,2,90,1,4,0,2,1,4,1,1,0,3.3,0.0,15.0,-9684,47,16,7.63,31.24
King,24,4,6,4,1,16,90,19,3,1,8,19,3,0,2,1,21.1,68.0,92.2,-9049,63,82,37.28,85.07
Benson,24,3,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,99.83,49.71
Murphy,24,3,1,4,0,0,0,15,3,0,1,15,2,1,0,0,0.0,0.0,0.0,-1540,48,0,47.01,101.58
Dalot Teixeira,24,2,4,3,1,0,0,3,1,1,5,3,2,0,1,0,0.0,0.0,0.0,1534,53,0,-0.54,11.82
Holebas,24,2,17,5,0,3,90,4,3,1,6,4,3,0,7,0,3.1,10.0,18.4,5014,48,14,38.35,85.53
Santos Moutinho,24,3,19,3,1,11,88,11,3,1,10,11,3,0,2,1,12.5,0.0,57.2,40080,51,39,16.48,44.01
Mata,24,3,4,3,1,1,90,3,1,1,1,3,2,0,0,0,9.0,24.0,13.2,-2059,62,8,-0.54,11.82
Speroni,24,1,16,2,0,0,0,12,5,0,1,12,4,1,0,0,0.0,0.0,0.0,26223,39,0,64.07,29.71
Bacuna,24,3,8,2,1,2,90,13,4,1,1,13,5,0,0,0,3.4,2.0,14.2,1648,42,14,70.03,38.5
Stanislas,24,3,6,4,1,6,90,19,3,1,1,19,3,0,2,0,8.8,37.0,29.2,-246,60,24,37.28,85.07
Locadia,24,4,9,2,0,2,71,14,4,0,2,14,4,1,2,0,3.6,30.0,1.2,5595,53,4,64.36,34.37
Schmeichel,24,1,12,5,0,2,90,20,3,0,1,20,3,1,1,0,1.7,0.0,17.4,-12425,50,11,100.84,53.75
Iheanacho,24,4,12,5,0,1,1,20,3,0,1,20,3,1,0,0,0.0,0.0,0.0,-1659,57,3,100.84,53.75
Sema,24,3,17,5,0,0,0,4,3,1,1,4,3,0,0,0,0.0,0.0,0.0,-1556,46,0,38.35,85.53
Arrizabalaga,24,1,2,3,0,1,90,1,4,0,2,1,4,1,2,0,2.5,0.0,24.6,-11587,56,20,7.63,31.24
De Bruyne,24,3,15,3,0,2,64,10,2,0,3,10,1,1,4,0,4.3,2.0,15.0,9576,97,11,4.87,-2.49
Trippier,24,2,18,3,1,1,21,9,2,0,2,9,1,1,2,0,1.9,0.0,3.6,-7745,61,3,31.02,7.78
Zouma,24,2,10,2,0,6,90,16,2,0,5,16,2,1,13,0,2.4,4.0,19.2,9226,50,23,42.54,21.6
Walker,24,2,15,3,0,1,90,10,2,0,8,10,1,1,6,0,2.7,0.0,18.6,11748,64,16,4.87,-2.49
Koscielny,24,2,5,1,1,0,0,6,4,1,15,6,4,0,2,0,0.0,0.0,0.0,12643,54,0,-2.41,11.19
Dendoncker,24,3,19,3,1,3,90,11,3,1,2,11,3,0,2,0,6.8,17.0,23.0,167,43,13,16.48,44.01
Peltier,24,2,1,4,0,1,90,15,3,0,1,15,2,1,0,0,2.5,2.0,22.2,-2319,39,8,47.01,101.58
Sané,24,3,15,3,0,2,72,10,2,0,12,10,1,1,8,0,4.8,28.0,5.2,185859,97,6,4.87,-2.49
Dunk,24,2,9,2,0,-1,90,14,4,0,1,14,4,1,2,0,2.8,0.0,27.0,-2425,45,13,64.36,34.37
Digne,24,2,10,2,0,-2,11,16,2,0,-1,16,2,1,12,0,0.0,0.0,0.0,35203,53,-5,42.54,21.6
Torreira,24,3,5,1,1,2,90,6,4,1,3,6,4,0,1,0,4.2,11.0,12.6,-13774,49,14,-2.41,11.19
Fabianski,24,1,20,3,0,3,90,2,3,0,2,2,2,1,9,0,4.5,0.0,45.4,-9144,48,21,33.14,72.34
Milivojevic,24,3,16,2,0,1,90,12,5,0,5,12,4,1,1,0,5.2,8.0,10.4,26393,61,8,64.07,29.71
Mousset,24,4,6,4,1,0,0,19,3,1,1,19,3,0,1,0,0.0,0.0,0.0,-1,49,0,37.28,85.07
Sakho,24,2,16,2,0,2,90,12,5,0,0,12,4,1,3,0,2.9,24.0,4.4,197,49,9,64.07,29.71
Alonso,24,2,2,3,0,0,0,1,4,0,1,1,4,1,2,0,0.0,0.0,0.0,-85863,66,0,7.63,31.24
Rashford,24,4,4,3,1,2,90,3,1,1,8,3,2,0,7,0,8.7,55.0,9.0,256346,77,-1,-0.54,11.82
Noble,24,3,20,3,0,2,67,2,3,0,2,2,2,1,3,0,0.7,2.0,3.4,-145,48,7,33.14,72.34
Dubravka,24,1,13,4,1,2,90,5,1,1,6,5,2,0,2,0,1.8,0.0,17.6,-1759,50,13,104.25,56.7
Montoya,24,2,9,2,0,3,90,14,4,0,1,14,4,1,2,0,8.1,0.0,51.2,508,43,27,64.36,34.37
Kovacic,24,3,2,3,0,2,76,1,4,0,2,1,4,1,2,0,7.3,43.0,12.6,-461,57,15,7.63,31.24
Darmian,24,2,4,3,1,0,0,3,1,1,1,3,2,0,0,0,0.0,0.0,0.0,-48,46,0,-0.54,11.82
Guendouzi,24,3,5,1,1,1,90,6,4,1,3,6,4,0,2,0,7.4,23.0,22.8,3642,44,13,-2.41,11.19
Doherty,24,2,19,3,1,6,90,11,3,1,1,11,3,0,1,0,6.9,25.0,21.4,-5295,52,30,16.48,44.01
Ritchie,24,3,13,4,1,8,90,5,1,1,3,5,2,0,4,1,9.1,25.0,48.6,-850,58,28,104.25,56.7
Targett,24,2,7,2,1,7,90,8,2,1,1,8,3,0,2,0,7.0,6.0,27.4,-1268,42,24,22.55,52
Le Marchand,24,2,3,1,1,1,90,17,4,1,1,17,5,0,1,0,4.3,9.0,23.2,-63,42,20,48.99,25.14
Meyer,24,3,16,2,0,0,0,12,5,0,6,12,4,1,0,0,0.0,0.0,0.0,173,56,0,64.07,29.71
Keane,24,2,10,2,0,9,90,16,2,0,1,16,2,1,5,1,3.1,0.0,30.6,-4026,49,28,42.54,21.6
Antonio,24,3,20,3,0,2,90,2,3,0,2,2,2,1,3,0,0.7,2.0,0.0,-611,68,4,33.14,72.34
Britos,24,2,17,5,0,0,0,4,3,1,1,4,3,0,0,0,0.0,0.0,0.0,-12,43,0,38.35,85.53
Elneny,24,3,5,1,1,1,45,6,4,1,1,6,4,0,0,0,3.5,8.0,23.8,973,42,9,-2.41,11.19
Salah,24,3,11,3,1,2,90,7,2,1,15,7,2,0,11,0,5.9,40.0,3.4,145798,136,2,9.65,-0.41
Gibbs-White,24,3,19,3,1,1,1,11,3,1,1,11,3,0,1,0,0.1,0.0,0.4,-1608,43,2,16.48,44.01
Kanté,24,3,2,3,0,2,90,1,4,0,2,1,4,1,2,0,4.3,2.0,16.2,-12100,50,8,7.63,31.24
Keita,24,3,11,3,1,2,66,7,2,1,5,7,2,0,1,0,1.9,2.0,9.8,-483,72,8,9.65,-0.41
Mendy,24,2,12,5,0,2,90,20,3,0,1,20,3,1,1,0,1.5,0.0,14.2,-2453,45,16,100.84,53.75
Clyne,24,2,6,4,1,6,90,19,3,1,6,19,3,0,1,0,2.6,2.0,19.6,4700,44,29,37.28,85.07
Mendez-Laing,24,3,1,4,0,7,20,15,3,0,2,15,2,1,3,0,8.8,19.0,44.8,-4,48,23,47.01,101.58
Aké,24,2,6,4,1,6,90,19,3,1,6,19,3,0,1,0,3.1,0.0,31.0,11267,50,27,37.28,85.07
Redmond,24,3,7,2,1,2,90,8,2,1,2,8,3,0,2,0,2.2,5.0,3.6,8455,52,2,22.55,52
Kebano,24,3,3,1,1,0,0,17,4,1,1,17,5,0,1,0,0.0,0.0,0.0,-7,43,0,48.99,25.14
Etheridge,24,1,1,4,0,1,90,15,3,0,2,15,2,1,10,0,2.1,0.0,21.2,26693,46,12,47.01,101.58
Matic,24,3,4,3,1,2,90,3,1,1,2,3,2,0,3,0,5.2,17.0,19.4,-703,50,16,-0.54,11.82
Otamendi,24,2,15,3,0,0,0,10,2,0,6,10,1,1,0,0,0.0,0.0,0.0,749,61,0,4.87,-2.49
Giroud,24,4,2,3,0,1,25,1,4,0,1,1,4,1,1,0,2.1,2.0,7.0,-1240,77,4,7.63,31.24
Romeu Vidal,24,3,7,2,1,2,90,8,2,1,2,8,3,0,2,0,4.0,10.0,14.2,-200,43,10,22.55,52
