Player,Round,Opponent,Opponent_FDR,isHome,Points,minutes,Opponent_PrevWeek,Opponent_FDR_PrevWeek,isHome_PrevWeek,Points_PrevWeek,Opponent_2PrevWeek,Opponent_FDR_2PrevWeek,isHome_2PrevWeek,Points_2PrevWeek,isCaptain,ICT_index,Threat,Influence,Transfers_Balance,Value,BPS,DefenseOdds,OffenceOdds
Silva,23,3,10,2,0,1,31,20,3,1,3,20,3,1,2,0,2.4,2.0,7.4,16328,85,15,-0.69,-3.36
Pröpper,23,3,14,4,0,5,90,12,4,1,2,12,5,0,2,0,4.7,0.0,28.8,24,48,23,97.6,55.17
Yedlin,23,2,5,1,1,6,90,6,4,0,1,6,4,1,1,0,5.5,4.0,14.4,1107,45,20,37.78,21.94
Rice,23,2,2,3,0,1,90,1,4,1,15,1,4,1,1,0,2.0,3.0,13.8,54755,44,15,20.35,67.59
Gray,23,4,20,3,0,7,90,16,2,1,1,16,2,0,1,0,15.2,88.0,46.6,-2115,54,24,64.68,36.97
Odoi,23,2,17,4,1,1,90,4,3,0,3,4,3,0,0,0,3.1,7.0,13.4,12,44,8,40.87,83.35
Jota,23,3,11,3,1,19,90,13,5,0,1,13,4,1,0,1,20.1,80.0,108.8,488,59,53,47.08,25.69
Origi,23,4,7,2,1,0,0,3,2,0,1,3,2,0,0,0,0.0,0.0,0.0,-63,50,0,5.45,-1.82
Calvert-Lewin,23,4,16,2,0,1,33,2,2,1,5,2,2,1,2,0,0.9,11.0,0.0,21182,53,-5,57.98,21.65
McNeil,23,3,18,3,0,3,90,9,1,1,2,9,2,0,5,0,5.7,12.0,9.2,1740,44,3,41.42,84.82
Hazard,23,3,1,4,0,2,90,15,2,1,5,15,2,1,3,0,3.9,21.0,1.2,-163339,111,1,15.1,54.34
Santana de Moraes,23,1,10,2,0,6,90,20,3,1,6,20,3,1,2,0,1.7,0.0,17.4,-20470,56,30,-0.69,-3.36
Kachunga,23,4,13,4,1,2,90,5,2,0,2,5,1,1,2,0,4.4,2.0,16.6,276,48,5,106.87,64.06
Durm,23,2,13,4,1,0,0,5,2,0,6,5,1,1,1,0,0.0,0.0,0.0,-198,44,0,106.87,64.06
Lamela,23,3,9,2,0,2,78,14,4,1,1,14,4,0,0,0,5.7,3.0,11.2,19642,61,16,32.26,11.18
Capoue,23,3,4,3,1,3,90,7,2,0,2,7,2,0,1,0,3.1,0.0,25.2,-1260,49,22,29.89,9.3
Tavares,23,3,7,2,1,2,86,3,2,0,3,3,2,0,1,0,6.8,9.0,21.0,111,55,14,5.45,-1.82
Pereira Gomes,23,3,2,3,0,2,90,1,4,1,3,1,4,1,2,0,4.7,10.0,11.0,-40990,73,6,20.35,67.59
Llorente,23,4,9,2,0,0,90,14,4,1,1,14,4,0,1,0,5.9,52.0,4.6,61477,56,-6,32.26,11.18
Luiz Rosa,23,3,10,2,0,0,58,20,3,1,2,20,3,1,2,0,4.9,22.0,6.8,488,53,2,-0.69,-3.36
Hadergjonaj,23,2,13,4,1,0,0,5,2,0,7,5,1,1,2,0,0.0,0.0,0.0,8,44,0,106.87,64.06
Lejeune,23,2,5,1,1,6,90,6,4,0,1,6,4,1,0,0,2.4,0.0,23.4,336,44,28,37.78,21.94
Andone,23,4,14,4,0,1,30,12,4,1,1,12,5,0,1,0,0.6,2.0,3.4,-1701,50,1,97.6,55.17
Femenía Far,23,2,4,3,1,9,76,7,2,0,1,7,2,0,1,1,6.9,0.0,30.6,-6063,42,42,29.89,9.3
de Jesus,23,4,10,2,0,0,0,20,3,1,13,20,3,1,0,0,0.0,0.0,0.0,99578,102,0,-0.69,-3.36
Bong,23,2,14,4,0,1,90,12,4,1,2,12,5,0,1,0,0.8,0.0,6.0,-86,44,2,97.6,55.17
Wijnaldum,23,3,7,2,1,0,0,3,2,0,3,3,2,0,1,0,0.0,0.0,0.0,-7713,55,0,5.45,-1.82
Deulofeu,23,3,4,3,1,2,90,7,2,0,2,7,2,0,2,0,4.6,40.0,3.6,-21,55,-2,29.89,9.3
Murray,23,4,14,4,0,1,59,12,4,1,2,12,5,0,2,0,0.7,6.0,0.0,-8757,63,-3,97.6,55.17
Xhaka,23,3,6,4,1,3,90,19,3,0,1,19,3,1,10,0,4.7,0.0,20.2,-9392,53,18,21.45,66.94
Sigurdsson,23,3,16,2,0,9,90,2,2,1,3,2,2,1,2,1,10.6,54.0,49.2,-19593,73,26,57.98,21.65
Choudhury,23,3,20,3,0,0,0,16,2,1,2,16,2,0,3,0,0.0,0.0,0.0,1290,43,0,64.68,36.97
Arter,23,3,15,3,0,0,0,10,1,1,2,10,1,1,2,0,0.0,0.0,0.0,-81,49,0,72.19,43.61
Kane,23,4,9,2,0,0,0,14,4,1,2,14,4,0,12,0,0.0,0.0,0.0,-921494,125,0,32.26,11.18
Maguire,23,2,20,3,0,0,47,16,2,1,1,16,2,0,7,0,3.0,17.0,2.4,-10736,54,3,64.68,36.97
Winks,23,3,9,2,0,10,90,14,4,1,2,14,4,0,3,1,10.1,42.0,50.6,1227,55,35,32.26,11.18
Barnes,23,3,20,3,0,5,72,16,2,1,1,0,0,0,0,0,3.5,29.0,3.6,199,55,13,64.68,36.97
Son,23,3,9,2,0,0,0,14,4,1,2,14,4,0,13,0,0.0,0.0,0.0,-654539,86,0,32.26,11.18
Lloris,23,1,9,2,0,3,90,14,4,1,4,14,4,0,7,0,3.6,0.0,36.0,7748,54,20,32.26,11.18
Bellerín,23,2,6,4,1,11,71,19,3,0,1,19,3,1,0,1,5.9,4.0,39.8,-4116,54,39,21.45,66.94
Gueye,23,3,16,2,0,1,90,2,2,1,3,2,2,1,2,0,2.4,0.0,18.8,-14,48,8,57.98,21.65
Gündogan,23,3,10,2,0,3,79,20,3,1,1,20,3,1,1,0,3.6,26.0,3.2,-6356,54,10,-0.69,-3.36
Hayden,23,3,5,1,1,6,90,6,4,0,2,6,4,1,2,0,9.3,18.0,39.2,106,43,22,37.78,21.94
Mbenza,23,3,13,4,1,2,90,5,2,0,1,5,1,1,5,0,1.4,0.0,2.4,-27,59,4,106.87,64.06
Diop,23,2,2,3,0,1,90,1,4,1,7,1,4,1,1,0,1.9,0.0,18.6,203,43,17,20.35,67.59
Cork,23,3,18,3,0,3,90,9,1,1,2,9,2,0,2,0,3.1,20.0,9.0,-1581,46,11,41.42,84.82
Stephens,23,2,8,2,1,2,90,11,3,0,1,11,3,0,1,0,2.5,4.0,21.2,-35,42,11,60.9,23.32
Murphy,23,3,5,1,1,0,0,6,4,0,1,6,4,1,0,0,0.0,0.0,0.0,-15,47,0,37.78,21.94
Lascelles,23,2,5,1,1,11,90,6,4,0,1,6,4,1,0,1,5.5,4.0,37.2,-6979,47,40,37.78,21.94
Maddison,23,3,20,3,0,4,17,16,2,1,1,16,2,0,0,0,4.3,7.0,20.4,-31698,67,16,64.68,36.97
McArthur,23,3,12,5,0,2,80,18,3,1,2,18,3,0,3,0,0.8,0.0,7.6,-8693,48,11,103.39,57.08
Milner,23,3,7,2,1,2,88,3,2,0,1,3,2,0,1,0,11.6,40.0,13.6,-5891,56,19,5.45,-1.82
Tarkowski,23,2,18,3,0,6,90,9,1,1,1,9,2,0,2,0,2.2,7.0,15.0,-11931,47,18,41.42,84.82
Tomkins,23,2,12,5,0,6,90,18,3,1,1,18,3,0,6,0,7.4,17.0,57.0,-4256,43,24,103.39,57.08
Ward-Prowse,23,3,8,2,1,10,90,11,3,0,9,11,3,0,3,1,13.9,34.0,47.6,4348,50,34,60.9,23.32
Vardy,23,4,20,3,0,5,90,16,2,1,2,16,2,0,8,0,8.9,27.0,28.8,-19608,89,18,64.68,36.97
Vestergaard,23,2,8,2,1,2,90,11,3,0,2,11,3,0,6,0,4.5,18.0,26.2,203,46,13,60.9,23.32
Bednarek,23,2,8,2,1,2,90,11,3,0,2,11,3,0,5,0,5.9,2.0,43.8,40981,39,19,60.9,23.32
Vertonghen,23,2,9,2,0,2,90,14,4,1,2,14,4,0,0,0,6.0,0.0,36.6,651,59,21,32.26,11.18
Puncheon,23,3,13,4,1,2,90,5,2,0,3,5,2,0,0,0,0.8,0.0,4.8,16512,42,10,106.87,64.06
Manquillo,23,2,5,1,1,1,5,6,4,0,1,6,4,1,0,0,0.3,0.0,2.2,-1461,43,1,37.78,21.94
Seri,23,3,17,4,1,4,80,4,3,0,2,4,3,0,1,0,1.8,0.0,5.0,-3599,50,16,40.87,83.35
Lerma,23,3,19,3,1,3,90,8,3,0,2,8,2,1,2,0,1.4,2.0,10.4,-1285,45,8,13.68,54.3
Schlupp,23,2,12,5,0,1,15,18,3,1,1,18,3,0,0,0,2.3,22.0,0.4,-5760,44,-2,103.39,57.08
Hendrick,23,3,18,3,0,3,90,9,1,1,11,9,2,0,1,0,4.8,21.0,13.6,2270,52,8,41.42,84.82
Lingard,23,3,3,1,1,2,74,17,5,0,3,17,5,0,1,0,3.0,14.0,4.4,-16879,68,2,11.89,2.57
Bennett,23,2,15,3,0,1,90,10,1,1,5,10,1,1,0,0,4.2,4.0,26.2,-415,44,16,72.19,43.61
Bryan,23,2,17,4,1,1,90,4,3,0,-1,4,3,0,0,0,4.7,20.0,25.2,-152,48,9,40.87,83.35
Ralls,23,3,15,3,0,2,90,10,1,1,1,10,1,1,1,0,2.5,0.0,8.4,-126,46,11,72.19,43.61
Tupper,23,1,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,40,0,103.39,57.08
Stones,23,2,10,2,0,0,0,20,3,1,8,20,3,1,2,0,0.0,0.0,0.0,21496,52,0,-0.69,-3.36
Lössl,23,1,13,4,1,1,90,5,2,0,6,5,1,1,3,0,1.1,0.0,11.0,3445,44,11,106.87,64.06
Castro Otto,23,2,11,3,1,0,90,13,5,0,1,13,4,1,0,0,1.9,0.0,7.6,9857,43,6,47.08,25.69
Hogg,23,3,13,4,1,1,90,5,2,0,3,5,1,1,2,0,1.6,0.0,10.4,-1222,44,7,106.87,64.06
Ayew,23,4,12,5,0,1,80,18,3,1,2,18,3,0,8,0,4.1,40.0,0.0,-679,57,1,103.39,57.08
Henderson,23,3,7,2,1,2,90,3,2,0,3,3,2,0,2,0,4.6,0.0,22.2,45,53,23,5.45,-1.82
Pickford,23,1,16,2,0,2,90,2,2,1,9,2,2,1,3,0,2.3,0.0,23.2,-12031,50,15,57.98,21.65
Ibe,23,3,19,3,1,0,0,8,3,0,1,8,2,1,1,0,0.0,0.0,0.0,-112,50,0,13.68,54.3
Frello Filho,23,3,1,4,0,2,90,15,2,1,1,15,2,1,3,0,2.7,3.0,10.6,-13668,47,11,15.1,54.34
King,23,4,19,3,1,8,90,8,3,0,2,8,2,1,2,1,8.7,25.0,44.2,10099,63,29,13.68,54.3
Dalot Teixeira,23,2,3,1,1,5,90,17,5,0,1,17,5,0,0,0,6.3,10.0,29.2,-593,53,24,11.89,2.57
Holebas,23,2,4,3,1,6,90,7,2,0,7,7,2,0,0,0,1.0,1.0,7.4,25043,48,23,29.89,9.3
Santos Moutinho,23,3,11,3,1,10,80,13,5,0,2,13,4,1,2,1,8.1,4.0,44.4,-2079,51,34,47.08,25.69
Stanislas,23,3,19,3,1,1,17,8,3,0,2,8,2,1,5,0,0.7,2.0,0.8,-126,60,3,13.68,54.3
Locadia,23,4,14,4,0,2,90,12,4,1,2,12,5,0,2,0,3.6,11.0,8.8,4425,53,5,97.6,55.17
Schmeichel,23,1,20,3,0,1,90,16,2,1,1,16,2,0,6,0,2.7,0.0,26.8,-14311,50,20,64.68,36.97
Sterling,23,4,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,45,0,32.26,11.18
Sema,23,3,4,3,1,1,55,7,2,0,0,7,2,0,11,0,2.3,20.0,0.6,-2114,46,3,29.89,9.3
Arrizabalaga,23,1,1,4,0,2,90,15,2,1,2,15,2,1,7,0,2.6,0.0,25.8,-41851,56,18,15.1,54.34
De Bruyne,23,3,10,2,0,3,90,20,3,1,4,20,3,1,0,0,7.6,4.0,14.4,15348,97,16,-0.69,-3.36
Trippier,23,2,9,2,0,2,90,14,4,1,2,14,4,0,6,0,5.0,0.0,20.6,23021,61,15,32.26,11.18
Zouma,23,2,16,2,0,5,90,2,2,1,13,2,2,1,2,0,5.4,2.0,31.6,4655,50,25,57.98,21.65
Walker,23,2,10,2,0,8,90,20,3,1,6,20,3,1,1,1,5.4,2.0,28.2,-6674,64,31,-0.69,-3.36
Depoitre,23,4,13,4,1,0,0,5,2,0,1,5,1,1,1,0,0.0,0.0,0.0,-1276,51,0,106.87,64.06
Koscielny,23,2,6,4,1,15,90,19,3,0,2,19,3,1,2,1,10.4,34.0,69.8,-168,54,41,21.45,66.94
Dendoncker,23,3,11,3,1,2,90,13,5,0,2,13,4,1,0,0,2.6,2.0,21.6,-298,43,9,47.08,25.69
Sané,23,3,10,2,0,12,71,20,3,1,8,20,3,1,10,1,8.9,19.0,52.4,243944,96,32,-0.69,-3.36
Dunk,23,2,14,4,0,1,90,12,4,1,2,12,5,0,1,0,3.5,8.0,26.2,-11857,45,19,97.6,55.17
Digne,23,2,16,2,0,-1,90,2,2,1,12,2,2,1,1,0,4.5,2.0,21.4,209143,53,8,57.98,21.65
Torreira,23,3,6,4,1,3,90,19,3,0,1,19,3,1,1,0,4.6,0.0,25.4,-62273,49,18,21.45,66.94
Vietto,23,4,17,4,1,0,0,4,3,0,1,4,3,0,0,0,0.0,0.0,0.0,-576,54,0,40.87,83.35
Fabianski,23,1,2,3,0,2,90,1,4,1,9,1,4,1,2,0,1.7,0.0,16.6,1720,48,17,20.35,67.59
Milivojevic,23,3,12,5,0,5,90,18,3,1,1,18,3,0,7,0,4.7,0.0,31.2,-20865,61,24,103.39,57.08
Shaw,23,2,3,1,1,0,0,17,5,0,8,17,5,0,5,0,0.0,0.0,0.0,128033,50,0,11.89,2.57
Mousset,23,4,19,3,1,1,1,8,3,0,1,8,2,1,1,0,0.0,0.0,0.0,72,49,3,13.68,54.3
Sakho,23,2,12,5,0,0,90,18,3,1,3,18,3,0,7,0,2.6,0.0,26.2,-2191,49,17,103.39,57.08
Alonso,23,2,1,4,0,1,90,15,2,1,2,15,2,1,8,0,4.3,30.0,7.0,-202775,66,7,15.1,54.34
Rashford,23,4,3,1,1,8,90,17,5,0,7,17,5,0,12,1,11.7,57.0,38.8,828340,76,33,11.89,2.57
Albrighton,23,3,20,3,0,0,0,16,2,1,1,16,2,0,1,0,0.0,0.0,0.0,-4042,51,0,64.68,36.97
Arnautovic,23,4,2,3,0,0,0,1,4,1,2,1,4,1,13,0,0.0,0.0,0.0,-46109,69,0,20.35,67.59
Noble,23,3,2,3,0,2,78,1,4,1,3,1,4,1,4,0,4.0,10.0,17.2,199,48,22,20.35,67.59
Dubravka,23,1,5,1,1,6,90,6,4,0,2,6,4,1,2,0,1.2,0.0,11.6,1854,50,23,37.78,21.94
Montoya,23,2,14,4,0,1,90,12,4,1,2,12,5,0,1,0,1.7,0.0,15.6,129,43,12,97.6,55.17
Kovacic,23,3,1,4,0,2,62,15,2,1,2,15,2,1,0,0,4.2,4.0,8.4,-811,57,14,15.1,54.34
Jorgensen,23,2,13,4,1,0,0,5,2,0,6,5,1,1,1,0,0.0,0.0,0.0,-3683,44,0,106.87,64.06
Guendouzi,23,3,6,4,1,3,90,19,3,0,2,19,3,1,2,0,1.7,0.0,15.4,-1414,44,10,21.45,66.94
Doherty,23,2,11,3,1,1,17,13,5,0,1,13,4,1,1,0,1.4,7.0,3.2,-1136,52,2,47.08,25.69
Ritchie,23,3,5,1,1,3,84,6,4,0,4,6,4,1,2,0,6.8,0.0,18.2,1806,58,11,37.78,21.94
Targett,23,2,8,2,1,1,34,11,3,0,2,11,3,0,0,0,1.9,2.0,2.0,-471,42,4,60.9,23.32
Le Marchand,23,2,17,4,1,1,90,4,3,0,1,4,3,0,0,0,2.7,6.0,20.4,-228,42,12,40.87,83.35
Keane,23,2,16,2,0,1,90,2,2,1,5,2,2,1,2,0,2.6,2.0,22.2,-4929,49,17,57.98,21.65
Antonio,23,3,2,3,0,2,90,1,4,1,3,1,4,1,4,0,6.0,20.0,7.0,70,68,5,20.35,67.59
Salah,23,3,7,2,1,15,90,3,2,0,11,3,2,0,2,1,16.2,68.0,73.2,317868,135,41,5.45,-1.82
Gibbs-White,23,3,11,3,1,1,9,13,5,0,1,13,4,1,1,0,0.1,0.0,0.4,-3031,43,2,47.08,25.69
Sissoko,23,3,9,2,0,0,0,14,4,1,1,14,4,0,3,0,0.0,0.0,0.0,-4097,49,0,32.26,11.18
Kanté,23,3,1,4,0,2,90,15,2,1,2,15,2,1,3,0,3.2,12.0,12.2,-14736,50,5,15.1,54.34
Keita,23,3,7,2,1,5,71,3,2,0,1,3,2,0,0,0,5.2,12.0,20.2,-912,72,16,5.45,-1.82
Mendy,23,2,20,3,0,1,90,16,2,1,1,16,2,0,3,0,0.4,0.0,1.8,-3935,45,5,64.68,36.97
Clyne,23,2,19,3,1,6,90,8,3,0,1,8,3,0,0,0,1.6,0.0,14.6,5182,44,24,13.68,54.3
Mendez-Laing,23,3,15,3,0,2,81,10,1,1,3,10,1,1,1,0,5.0,24.0,20.2,41,48,17,72.19,43.61
Aké,23,2,19,3,1,6,90,8,3,0,1,8,2,1,7,0,1.7,7.0,9.6,6102,50,25,13.68,54.3
Redmond,23,3,8,2,1,2,85,11,3,0,2,11,3,0,3,0,1.1,12.0,0.0,24033,52,-6,60.9,23.32
Kebano,23,3,17,4,1,1,18,4,3,0,1,4,3,0,0,0,0.0,0.0,0.0,-20,43,3,40.87,83.35
Etheridge,23,1,15,3,0,2,90,10,1,1,10,10,1,1,1,0,3.8,0.0,28.4,90746,46,18,72.19,43.61
Matic,23,3,3,1,1,2,90,17,5,0,3,17,5,0,3,0,5.1,2.0,23.0,638,50,16,11.89,2.57
Giroud,23,4,1,4,0,1,22,15,2,1,1,15,2,1,0,0,0.8,4.0,0.0,-1260,77,3,15.1,54.34
Romeu Vidal,23,3,8,2,1,2,90,11,3,0,2,11,3,0,2,0,1.8,0.0,17.6,-1165,43,13,60.9,23.32
Zabaleta,23,2,2,3,0,1,90,1,4,1,6,1,4,1,1,0,1.7,4.0,8.0,-1260,43,12,20.35,67.59
Groß,23,3,14,4,0,10,81,12,4,1,2,12,5,0,5,1,11.4,25.0,41.8,-589,67,33,97.6,55.17
van Aanholt,23,2,12,5,0,0,90,18,3,1,1,18,3,0,12,0,3.7,1.0,20.0,-9053,54,16,103.39,57.08
Pogba,23,3,3,1,1,8,90,17,5,0,5,17,5,0,3,1,10.7,69.0,32.0,457900,86,29,11.89,2.57
Obiang,23,3,2,3,0,0,0,1,4,1,1,1,4,1,2,0,0.0,0.0,0.0,-1754,43,0,20.35,67.59
Rodríguez Ledesma,23,3,1,4,0,2,79,15,2,1,9,15,2,1,0,0,4.6,24.0,4.0,26740,63,8,15.1,54.34
Billing,23,3,13,4,1,0,0,5,2,0,3,5,1,1,2,0,0.0,0.0,0.0,-8647,45,0,106.87,64.06
Bardsley,23,2,18,3,0,5,90,9,1,1,2,9,2,0,0,0,0.8,3.0,4.6,-49,42,15,41.42,84.82
Jones,23,2,3,1,1,2,90,17,5,0,6,17,5,0,7,0,1.4,0.0,13.6,1796,51,13,11.89,2.57
Aubameyang,23,4,6,4,1,2,90,19,3,0,2,19,3,1,9,0,5.7,44.0,7.4,-172799,113,7,21.45,66.94
Ghezzal,23,3,20,3,0,0,0,16,2,1,1,16,2,0,1,0,0.0,0.0,0.0,-108,51,0,64.68,36.97
Sterling,23,4,10,2,0,10,90,20,3,1,6,20,3,1,5,1,10.2,43.0,44.0,38019,113,34,-0.69,-3.36
Jiménez,23,4,11,3,1,5,90,13,5,0,1,13,4,1,2,0,11.8,43.0,36.6,124772,64,25,47.08,25.69
Healey,23,4,15,3,0,0,0,10,1,1,1,0,0,0,0,0,0.0,0.0,0.0,1454,45,0,72.19,43.61
Barbosa Pereira,23,2,20,3,0,-1,90,16,2,1,4,16,2,0,12,0,9.7,26.0,22.4,45808,53,9,64.68,36.97
de Andrade,23,3,16,2,0,2,64,2,2,1,2,2,2,1,2,0,0.7,2.0,2.8,-135023,69,6,57.98,21.65
Firmino,23,4,7,2,1,8,90,3,2,0,2,3,2,0,8,1,9.4,30.0,37.4,230605,93,32,5.45,-1.82
Pereyra,23,3,4,3,1,3,90,7,2,0,1,7,2,0,2,0,2.2,8.0,0.8,-34022,63,3,29.89,9.3
Snodgrass,23,3,2,3,0,1,24,1,4,1,1,1,4,1,2,0,0.9,4.0,2.0,-43098,52,1,20.35,67.59
Saïss,23,2,11,3,1,1,90,13,5,0,1,13,4,1,5,0,2.1,0.0,20.8,737,42,15,47.08,25.69
Lukaku,23,4,3,1,1,1,7,17,5,0,1,17,5,0,5,0,0.3,0.0,3.0,-3196,107,4,11.89,2.57
Barkley,23,3,1,4,0,0,27,15,2,1,1,15,2,1,3,0,2.8,18.0,0.0,-10419,52,0,15.1,54.34
dos Santos Patrício,23,1,11,3,1,2,90,13,5,0,3,13,4,1,1,0,2.8,0.0,28.4,-4776,45,14,47.08,25.69
Babel,23,3,17,4,1,1,54,0,0,0,0,0,0,0,0,0,7.0,39.0,8.8,1811,55,0,40.87,83.35
Bennett,23,2,11,3,1,6,90,13,5,0,1,13,4,1,0,0,6.5,17.0,48.2,-6016,41,23,47.08,25.69
Fraser,23,1,19,3,1,3,90,8,3,0,2,8,2,1,12,0,5.7,4.0,15.2,47075,61,15,13.68,54.3
Sessegnon,23,2,17,4,1,1,35,4,3,0,1,4,3,0,5,0,1.3,0.0,2.2,-3396,60,-1,40.87,83.35
da Silva Neves,23,3,11,3,1,6,90,13,5,0,2,13,4,1,1,0,7.9,16.0,35.6,-14423,49,29,47.08,25.69
Mané,23,3,7,2,1,7,90,3,2,0,3,3,2,0,2,0,14.5,76.0,47.2,-15187,95,26,5.45,-1.82
Rondón,23,4,5,1,1,5,90,6,4,0,2,6,4,1,2,0,13.1,67.0,27.0,24836,57,12,37.78,21.94
Nasri,23,3,2,3,0,2,65,1,4,1,6,1,4,1,0,0,2.3,4.0,2.8,106897,55,10,20.35,67.59
Gallagher,23,4,8,2,1,0,0,11,3,0,1,0,0,0,0,0,0.0,0.0,0.0,1249,45,0,60.9,23.32
Vokes,23,4,18,3,0,0,0,9,1,1,1,9,2,0,0,0,0.0,0.0,0.0,-6706,53,0,41.42,84.82
McTominay,23,3,3,1,1,0,0,17,5,0,1,17,5,0,0,0,0.0,0.0,0.0,-111,42,0,11.89,2.57
Kolasinac,23,2,6,4,1,6,90,19,3,0,1,19,3,1,7,0,7.1,10.0,26.8,-34594,49,32,21.45,66.94
Coleman,23,1,16,2,0,1,90,2,2,1,6,2,2,1,0,0,3.9,2.0,16.6,-2306,52,18,57.98,21.65
Longstaff,23,3,5,1,1,3,90,6,4,0,2,6,4,1,0,0,1.1,1.0,8.4,131,45,5,37.78,21.94
Morrison,23,2,15,3,0,0,0,10,1,1,6,10,1,1,1,0,0.0,0.0,0.0,-3729,47,0,72.19,43.61
Agüero,23,4,10,2,0,5,90,20,3,1,1,20,3,1,6,0,4.4,13.0,15.0,206921,113,16,-0.69,-3.36
Rico,23,1,17,4,1,2,90,4,3,0,1,4,3,0,1,0,2.4,0.0,24.2,-704,44,14,40.87,83.35
Duffy,23,2,14,4,0,1,90,12,4,1,2,12,5,0,8,0,5.3,28.0,25.2,8457,46,16,97.6,55.17
Long,23,4,8,2,1,0,16,11,3,0,12,11,3,0,1,0,2.6,19.0,5.0,75030,47,-1,60.9,23.32
Mustafi,23,2,6,4,1,0,0,19,3,0,0,19,3,1,1,0,0.0,0.0,0.0,-1296,54,0,21.45,66.94
Papastathopoulos,23,2,6,4,1,11,90,19,3,0,2,19,3,1,5,1,5.6,4.0,37.8,-1900,51,39,21.45,66.94
March,23,3,14,4,0,1,59,12,4,1,2,12,5,0,1,0,2.8,0.0,12.4,-7218,50,4,97.6,55.17
Bamba,23,2,15,3,0,1,90,10,1,1,8,10,1,1,0,0,2.5,0.0,24.6,26300,46,13,72.19,43.61
Cook,23,3,19,3,1,7,90,8,3,0,1,8,2,1,1,0,4.3,21.0,22.0,-19512,44,28,13.68,54.3
Mounie,23,4,13,4,1,1,31,5,2,0,2,5,1,1,8,0,2.7,25.0,0.0,-1079,58,-3,106.87,64.06
Armstrong,23,3,8,2,1,1,4,11,3,0,1,11,3,0,3,0,0.0,0.0,0.0,-2889,51,1,60.9,23.32
Walcott,23,3,16,2,0,1,15,2,2,1,1,2,2,1,2,0,0.4,2.0,0.2,-10964,61,1,57.98,21.65
Ream,23,2,17,4,1,1,90,4,3,0,1,4,3,0,0,0,2.7,0.0,6.8,1181,42,7,40.87,83.35
Alderweireld,23,2,9,2,0,1,90,14,4,1,2,14,4,0,6,0,2.6,2.0,16.8,250,60,16,32.26,11.18
Cairney,23,3,17,4,1,0,0,4,3,0,1,4,3,0,2,0,0.0,0.0,0.0,-1211,47,0,40.87,83.35
Cleverley,23,3,4,3,1,3,90,7,2,0,7,7,2,0,1,0,2.7,7.0,14.6,627,50,9,29.89,9.3
Heaton,23,1,18,3,0,8,90,9,1,1,2,9,2,0,1,1,3.0,0.0,30.0,-1307,48,28,41.42,84.82
Alexander-Arnold,23,2,7,2,1,0,0,3,2,0,6,3,2,0,1,0,0.0,0.0,0.0,-358423,52,0,5.45,-1.82
Deeney,23,4,4,3,1,2,90,7,2,0,2,7,2,0,15,0,9.9,41.0,11.4,70688,59,9,29.89,9.3
Guaita,23,1,12,5,0,0,0,18,3,1,1,18,3,0,6,0,0.0,0.0,0.0,-16023,42,0,103.39,57.08
Lindelöf,23,2,3,1,1,2,90,17,5,0,6,17,5,0,7,0,2.7,8.0,8.2,51822,48,13,11.89,2.57
van Dijk,23,2,7,2,1,4,90,3,2,0,7,3,2,0,1,0,4.6,23.0,19.4,91395,65,24,5.45,-1.82
Camarasa,23,3,15,3,0,1,90,10,1,1,3,10,1,1,1,0,3.6,2.0,12.0,-12195,46,9,72.19,43.61
Hennessey,23,1,12,5,0,0,0,18,3,1,0,18,3,0,0,0,0.0,0.0,0.0,-30225,45,0,103.39,57.08
Morgan,23,3,20,3,0,6,90,16,2,1,1,16,2,0,0,0,7.8,33.0,44.2,-2243,45,23,64.68,36.97
Ndidi,23,3,20,3,0,1,90,16,2,1,8,16,2,0,3,0,2.7,2.0,12.6,6869,49,10,64.68,36.97
Zaha,23,4,12,5,0,5,90,18,3,1,2,18,3,0,5,0,7.9,12.0,29.0,-18923,67,19,103.39,57.08
Borges Da Silva,23,3,1,4,0,2,67,15,2,1,8,15,2,1,1,0,11.7,40.0,12.8,7567,72,17,15.1,54.34
Boly,23,2,11,3,1,0,0,13,5,0,-3,13,4,1,0,0,0.0,0.0,0.0,-70853,46,0,47.08,25.69
Hughes,23,3,4,3,1,0,0,7,2,0,1,7,2,0,1,0,0.0,0.0,0.0,-2257,49,0,29.89,9.3
Shaqiri,23,3,7,2,1,1,19,3,2,0,3,3,2,0,1,0,0.3,0.0,2.2,-9943,71,3,5.45,-1.82
Valery,23,2,8,2,1,2,90,11,3,0,-2,11,3,0,6,0,3.2,18.0,13.2,-62,40,11,60.9,23.32
Mina,23,2,16,2,0,0,0,2,2,1,1,2,2,1,0,0,0.0,0.0,0.0,-4188,54,0,57.98,21.65
Cresswell,24,2,20,3,0,0,0,2,3,0,1,2,2,1,6,0,0.0,0.0,0.0,-206,50,0,33.14,72.34
Ramsey,24,3,5,1,1,1,14,6,4,1,3,6,4,0,1,0,5.3,40.0,1.2,3402,72,0,-2.41,11.19
Wan-Bissaka,24,2,16,2,0,1,90,12,5,0,0,12,4,1,4,0,2.8,0.0,26.4,41612,45,15,64.07,29.71
